Company Name,Exchange:Ticker,Country,Region,Primary Industry,AV Industry,AV Sector,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010,FY2011,FY2012,FY2013,FY2014,FY2015,FY2016,IQ_LTM
Ushio Inc. (TSE:6925),TSE:6925,Japan,Asia-Pacific,Electrical Components and Equipment,TIME,Tech HW Equipment,$626 ,$605 ,$639 ,$779 ,$711 ,$804 ,$866 ,"$1,042 ","$1,130 ","$1,324 ","$1,295 ","$1,057 ","$1,041 ","$1,269 ","$1,312 ","$1,254 ","$1,380 ","$1,389 ","$1,566 ","$1,482 "
Fertilizantes Heringer S.A. (BOVESPA:FHER3),BOVESPA:FHER3,Brazil,Emerging,Fertilizers and Agricultural Chemicals,Resources/Process Material,Chemicals,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$503 ,$412 ,$457 ,$724 ,"$1,128 ","$1,022 ","$1,127 ","$1,506 ","$1,700 ","$1,738 ","$1,906 ","$1,994 ",$0 ,"$1,774 "
Nexen Tire Corporation (KOSE:A002350),KOSE:A002350,South Korea,Asia-Pacific,Tires and Rubber,Resources/Process Material,Chemicals,$0 ,$157 ,$180 ,$210 ,$237 ,$251 ,$266 ,$349 ,$412 ,$493 ,$684 ,$880 ,$999 ,"$1,247 ","$1,482 ","$1,507 ","$1,533 ","$1,605 ","$1,652 ","$1,652 "
Healthscope Limited (ASX:HSO),ASX:HSO,Australia,Asia-Pacific,Healthcare Facilities,Services,Health Care,$84 ,$82 ,$86 ,$99 ,$135 ,$186 ,$276 ,$410 ,$847 ,"$1,035 ","$1,128 ","$1,253 ","$1,397 ","$1,516 ","$1,603 ","$1,675 ","$1,544 ","$1,637 ","$1,736 ","$1,770 "
William Demant Holding A/S (CPSE:WDH),CPSE:WDH,Denmark,Europe,Healthcare Equipment,Engineering,Medical Devices,$228 ,$267 ,$419 ,$496 ,$555 ,$548 ,$609 ,$667 ,$720 ,$777 ,$761 ,$807 ,$975 ,"$1,138 ","$1,211 ","$1,303 ","$1,323 ","$1,525 ",$0 ,"$1,699 "
YOOX Net-A-Porter Group S.p.A. (BIT:YNAP),BIT:YNAP,Italy,Europe,Internet and Direct Marketing Retail,TIME,Online Retail,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$53 ,$74 ,$107 ,$160 ,$225 ,$306 ,$396 ,$479 ,$552 ,$981 ,$0 ,"$1,615 "
Sohu.com Inc. (NasdaqGS:SOHU),NasdaqGS:SOHU,China,Asia-Pacific,Internet Software and Services,TIME,SW & Computer Services,$0 ,$2 ,$6 ,$13 ,$29 ,$80 ,$103 ,$108 ,$134 ,$189 ,$429 ,$515 ,$613 ,$852 ,"$1,067 ","$1,400 ","$1,673 ","$1,937 ",$0 ,"$1,650 "
Yorozu Corporation (TSE:7294),TSE:7294,Japan,Asia-Pacific,Auto Parts and Equipment,Auto & Transportation,Tier 1,$644 ,$559 ,$585 ,$593 ,$634 ,$571 ,$614 ,$749 ,$959 ,"$1,043 ","$1,039 ",$985 ,$717 ,$894 ,$888 ,$967 ,"$1,209 ","$1,314 ","$1,511 ","$1,474 "
Wizz Air Holdings Plc (LSE:WIZZ),LSE:WIZZ,Channel Islands,Europe,Airlines,Services,Airlines,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$806 ,$896 ,"$1,065 ","$1,304 ","$1,504 ","$1,593 "
Coface SA (ENXTPA:COFA),ENXTPA:COFA,France,Europe,Property and Casualty Insurance,Services,Insurance,$489 ,$503 ,$586 ,$692 ,$663 ,$814 ,$826 ,"$1,130 ","$1,184 ","$1,538 ","$1,617 ","$1,670 ","$1,704 ","$1,588 ","$1,603 ","$1,586 ","$1,560 ","$1,637 ",$0 ,"$1,593 "
"Babcock & Wilcox Enterprises, Inc. (NYSE:BW)",NYSE:BW,United States,North America,Heavy Electrical Equipment,Engineering,Equipment Mech./Industrial,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,039 ","$1,921 ","$1,590 ","$1,757 ",$0 ,"$1,701 "
"Japan Aviation Electronics Industry, Limited (TSE:6807)",TSE:6807,Japan,Asia-Pacific,Electronic Components,TIME,Tech HW Equipment,$772 ,$745 ,$875 ,"$1,053 ",$897 ,$923 ,$993 ,"$1,012 ","$1,104 ","$1,203 ","$1,365 ","$1,075 ",$912 ,$967 ,$982 ,"$1,133 ","$1,397 ","$1,667 ","$1,569 ","$1,632 "
"John Wiley & Sons, Inc. (NYSE:JW.A)",NYSE:JW.A,United States,North America,Publishing,Services,Publishing,$467 ,$508 ,$595 ,$614 ,$734 ,$854 ,$923 ,$974 ,"$1,044 ","$1,235 ","$1,674 ","$1,611 ","$1,699 ","$1,743 ","$1,783 ","$1,761 ","$1,775 ","$1,822 ","$1,727 ","$1,701 "
Ocado Group plc (LSE:OCDO),LSE:OCDO,United Kingdom,Europe,Internet and Direct Marketing Retail,TIME,Online Retail,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$335 ,$394 ,$493 ,$633 ,$734 ,$833 ,$972 ,"$1,165 ","$1,353 ","$1,560 ","$1,560 "
Origin Enterprises Plc (ISE:OIZ),ISE:OIZ,Ireland,Europe,Agricultural Products,Resources/Process Material,Food,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$827 ,$859 ,$936 ,"$1,583 ","$1,586 ","$1,407 ","$1,323 ","$1,410 ","$1,492 ","$1,489 ","$1,550 ","$1,600 ","$1,600 "
Norbord Inc. (TSX:OSB),TSX:OSB,Canada,North America,Forest Products,Resources/Process Material,Paper & Pulp,"$1,813 ","$1,817 ","$1,595 ","$1,544 ","$1,481 ","$1,939 ","$1,486 ","$1,462 ","$1,252 ","$1,104 ",$943 ,$718 ,$892 ,$965 ,"$1,149 ","$1,343 ","$1,198 ","$1,509 ","$1,766 ","$1,766 "
Okuma Corporation (TSE:6103),TSE:6103,Japan,Asia-Pacific,Industrial Machinery,Engineering,Equipment Mech./Industrial,"$1,016 ","$1,022 ",$808 ,$896 ,$804 ,$702 ,$759 ,"$1,007 ","$1,323 ","$1,651 ","$1,869 ","$1,463 ",$528 ,$883 ,"$1,229 ","$1,170 ","$1,175 ","$1,449 ","$1,604 ","$1,425 "
Eutelsat Communications S.A. (ENXTPA:ETL),ENXTPA:ETL,France,Europe,Cable and Satellite,TIME,Tech HW Equipment,$470 ,$484 ,$718 ,$0 ,$693 ,$753 ,$800 ,$794 ,$832 ,$872 ,$923 ,$990 ,"$1,102 ","$1,229 ","$1,286 ","$1,351 ","$1,418 ","$1,569 ","$1,609 ","$1,588 "
SPX Corporation (NYSE:SPXC),NYSE:SPXC,United States,North America,Industrial Machinery,Engineering,Equipment Mech./Industrial,"$1,825 ","$2,712 ","$2,679 ","$4,114 ","$5,046 ","$5,082 ","$4,372 ","$4,292 ","$4,313 ","$4,822 ","$5,856 ","$4,851 ","$4,887 ","$5,462 ","$5,100 ","$4,717 ","$4,721 ","$1,719 ",$0 ,"$1,472 "
Reece Limited (ASX:REH),ASX:REH,Australia,Asia-Pacific,Trading Companies and Distributors,Services,Trading & Distribution,$320 ,$356 ,$452 ,$404 ,$484 ,$563 ,$663 ,$765 ,$844 ,$992 ,"$1,089 ","$1,142 ","$1,139 ","$1,185 ","$1,151 ","$1,163 ","$1,346 ","$1,583 ","$1,725 ","$1,777 "
FP Corporation (TSE:7947),TSE:7947,Japan,Asia-Pacific,Metal and Glass Containers,Engineering,Packaging,$722 ,$815 ,$877 ,$914 ,$963 ,$988 ,"$1,083 ","$1,085 ","$1,109 ","$1,086 ","$1,097 ","$1,121 ","$1,092 ","$1,230 ","$1,361 ","$1,383 ","$1,409 ","$1,438 ","$1,489 ","$1,509 "
NOF Corporation (TSE:4403),TSE:4403,Japan,Asia-Pacific,Diversified Chemicals,Resources/Process Material,Chemicals,"$1,281 ","$1,189 ","$1,332 ","$1,266 ","$1,170 ","$1,192 ","$1,202 ","$1,169 ","$1,252 ","$1,313 ","$1,390 ","$1,314 ","$1,254 ","$1,347 ","$1,332 ","$1,301 ","$1,407 ","$1,462 ","$1,490 ","$1,503 "
Meridian Energy Limited (NZSE:MEL),NZSE:MEL,New Zealand,Asia-Pacific,Renewable Electricity,Resources/Process Material,Energy,$0 ,$0 ,$408 ,$549 ,$797 ,$967 ,$925 ,"$1,171 ","$1,545 ","$1,255 ","$1,841 ","$1,338 ","$1,458 ","$1,450 ","$1,818 ","$1,917 ","$1,774 ","$2,019 ","$1,680 ","$1,620 "
Stella International Holdings Limited (SEHK:1836),SEHK:1836,Hong Kong,Asia-Pacific,Footwear,Resources/Process Material,Personal & Household,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$575 ,$669 ,$779 ,$937 ,"$1,102 ","$1,009 ","$1,294 ","$1,495 ","$1,550 ","$1,541 ","$1,663 ","$1,770 ",$0 ,"$1,693 "
Ladbrokes Coral Group plc (LSE:LCL),LSE:LCL,United Kingdom,Europe,Casinos and Gaming,Services,Entertainment,"$5,745 ","$5,278 ","$4,851 ","$5,109 ","$6,726 ","$10,962 ","$14,599 ","$14,119 ","$1,186 ","$1,516 ","$1,439 ","$1,267 ","$1,203 ","$1,198 ","$1,331 ","$1,372 ","$1,442 ","$1,465 ",$0 ,"$1,562 "
"Teradyne, Inc. (NYSE:TER)",NYSE:TER,United States,North America,Semiconductor Equipment,TIME,Tech HW Equipment,"$1,489 ","$1,791 ","$3,044 ","$1,441 ","$1,222 ","$1,353 ","$1,792 ","$1,075 ","$1,377 ","$1,102 ","$1,107 ",$819 ,"$1,609 ","$1,429 ","$1,657 ","$1,428 ","$1,648 ","$1,640 ",$0 ,"$1,692 "
"Papa John's International, Inc. (NasdaqGS:PZZA)",NasdaqGS:PZZA,United States,North America,Restaurants,Services,Restaurants,$670 ,$805 ,$945 ,$971 ,$946 ,$917 ,$942 ,$969 ,"$1,002 ","$1,064 ","$1,132 ","$1,106 ","$1,126 ","$1,218 ","$1,343 ","$1,439 ","$1,598 ","$1,637 ","$1,714 ","$1,714 "
The Star Entertainment Group Limited (ASX:SGR),ASX:SGR,Australia,Asia-Pacific,Casinos and Gaming,Services,Entertainment,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,100 ","$1,249 ","$1,224 ","$1,317 ","$1,368 ","$1,625 ","$1,719 ","$1,816 "
GfK SE (XTRA:GFK),XTRA:GFK,Germany,Europe,Advertising,TIME,Advertising,$330 ,$406 ,$511 ,$560 ,$589 ,$626 ,$707 ,$986 ,"$1,170 ","$1,223 ","$1,284 ","$1,225 ","$1,362 ","$1,445 ","$1,594 ","$1,573 ","$1,529 ","$1,640 ",$0 ,"$1,580 "
"HORIBA, Ltd. (TSE:6856)",TSE:6856,Japan,Asia-Pacific,Electronic Equipment and Instruments,TIME,Tech HW Equipment,$546 ,$591 ,$621 ,$681 ,$651 ,$686 ,$744 ,$809 ,"$1,353 ","$1,261 ","$1,174 ",$914 ,"$1,037 ","$1,079 ","$1,028 ","$1,208 ","$1,338 ","$1,490 ",$0 ,"$1,494 "
FPT Corporation (HOSE:FPT),HOSE:FPT,Vietnam,Asia-Pacific,Technology Distributors,TIME,SW & Computer Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$618 ,$938 ,$592 ,$718 ,$807 ,$877 ,"$1,112 ","$1,078 ","$1,184 ","$1,431 ","$1,668 ",$0 ,"$1,650 "
"Banco Popular Español, S.A. (BME:POP)",BME:POP,Spain,Europe,Diversified Banks,Services,Financial Services,"$1,547 ","$1,633 ","$1,913 ","$2,080 ","$2,241 ","$2,437 ","$2,686 ","$2,578 ","$3,100 ","$3,401 ","$3,042 ","$2,904 ","$2,845 ","$2,297 ",($540),"$3,560 ","$2,233 ","$1,909 ",$0 ,"$1,579 "
"Hokuhoku Financial Group, Inc. (TSE:8377)",TSE:8377,Japan,Asia-Pacific,Regional Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,419 ","$1,248 ","$1,608 ","$1,766 ","$1,735 ","$1,380 ","$1,553 ","$1,572 ","$1,558 ","$1,421 ","$1,584 ","$1,574 ","$1,518 ","$1,538 "
EQT Corporation (NYSE:EQT),NYSE:EQT,United States,North America,Oil and Gas Exploration and Production,Resources/Process Material,Oil & Gas,$883 ,"$1,063 ","$1,652 ","$1,764 ","$1,069 ","$1,047 ","$1,192 ","$1,254 ","$1,268 ","$1,361 ","$1,576 ","$1,270 ","$1,323 ","$1,640 ","$1,642 ","$1,862 ","$2,470 ","$1,954 ","$1,857 ","$1,857 "
Mainfreight Limited (NZSE:MFT),NZSE:MFT,New Zealand,Asia-Pacific,Air Freight and Logistics,Services,Freight & Logistics,$149 ,$203 ,$221 ,$291 ,$284 ,$295 ,$467 ,$606 ,$627 ,$685 ,$644 ,$894 ,$800 ,$948 ,"$1,282 ","$1,333 ","$1,360 ","$1,428 ","$1,616 ","$1,636 "
"Changchun Faway Automobile Components Co., Ltd. (SHSE:600742)",SHSE:600742,China,Asia-Pacific,Auto Parts and Equipment,Auto & Transportation,Tier 1,$85 ,$114 ,$122 ,$310 ,$471 ,$470 ,$0 ,$318 ,$473 ,$483 ,$505 ,$518 ,$898 ,"$1,014 ","$1,115 ","$1,375 ","$1,637 ","$1,427 ",$0 ,"$1,633 "
The Dun & Bradstreet Corporation (NYSE:DNB),NYSE:DNB,United States,North America,Research and Consulting Services,Services,Financial Services,"$1,935 ","$1,408 ","$1,418 ","$1,309 ","$1,276 ","$1,386 ","$1,414 ","$1,444 ","$1,531 ","$1,599 ","$1,726 ","$1,687 ","$1,677 ","$1,759 ","$1,663 ","$1,655 ","$1,682 ","$1,637 ",$0 ,"$1,704 "
"NCI Building Systems, Inc. (NYSE:NCS)",NYSE:NCS,United States,North America,Building Products,Engineering,Construction,$675 ,$937 ,"$1,018 ",$955 ,$953 ,$898 ,"$1,085 ","$1,130 ","$1,570 ","$1,624 ","$1,764 ",$968 ,$871 ,$960 ,"$1,154 ","$1,308 ","$1,371 ","$1,564 ","$1,685 ","$1,685 "
Bravida Holding AB (publ) (OM:BRAV),OM:BRAV,Sweden,Europe,Diversified Support Services,Services,Other Services,$0 ,$0 ,$0 ,$0 ,"$1,302 ","$1,232 ",$0 ,$0 ,$0 ,"$1,111 ","$1,160 ","$1,195 ","$1,142 ","$1,188 ","$1,258 ","$1,223 ","$1,324 ","$1,583 ",$0 ,"$1,593 "
Kenon Holdings Ltd. (TASE:KEN),TASE:KEN,Singapore,Asia-Pacific,Independent Power Producers and Energy Traders,Resources/Process Material,Energy,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,751 ","$4,812 ","$1,372 ","$1,289 ",$0 ,"$1,680 "
Tekken Corporation (TSE:1815),TSE:1815,Japan,Asia-Pacific,Construction and Engineering,Engineering,Construction,"$2,632 ","$2,223 ","$2,027 ","$2,138 ","$1,950 ","$2,003 ","$1,589 ","$1,537 ","$1,701 ","$1,601 ","$1,582 ","$1,340 ","$1,217 ","$1,144 ","$1,140 ","$1,107 ","$1,200 ","$1,314 ","$1,497 ","$1,449 "
Halla Corporation (KOSE:A014790),KOSE:A014790,South Korea,Asia-Pacific,Construction and Engineering,Engineering,Construction,$457 ,$347 ,$295 ,$315 ,$469 ,$637 ,$676 ,$779 ,$771 ,$880 ,"$3,309 ","$3,800 ","$4,501 ","$1,507 ","$1,732 ","$1,746 ","$1,659 ","$1,620 ",$0 ,"$1,609 "
Titan Cement Company S.A. (ATSE:TITK),ATSE:TITK,Greece,Europe,Construction Materials,Engineering,Construction,$493 ,$587 ,$655 ,"$1,034 ","$1,090 ","$1,090 ","$1,202 ","$1,412 ","$1,650 ","$1,575 ","$1,661 ","$1,431 ","$1,421 ","$1,148 ","$1,190 ","$1,237 ","$1,219 ","$1,485 ",$0 ,"$1,570 "
"Tokan Co.,Ltd. (NSE:7648)",NSE:7648,Japan,Asia-Pacific,Food Distributors,Services,Retail,$0 ,"$1,129 ","$1,129 ","$1,129 ","$1,151 ","$1,151 ","$1,217 ","$1,295 ","$1,356 ","$1,356 ","$1,372 ","$1,333 ","$1,275 ","$1,285 ","$1,309 ","$1,314 ","$1,314 ","$1,401 ","$1,485 ","$1,477 "
"Hanssem Co., Ltd. (KOSE:A009240)",KOSE:A009240,South Korea,Asia-Pacific,Home Furnishings,Resources/Process Material,Personal & Household,$0 ,$235 ,$278 ,$356 ,$460 ,$482 ,$472 ,$370 ,$381 ,$432 ,$440 ,$552 ,$545 ,$618 ,$683 ,$878 ,"$1,155 ","$1,494 ",$0 ,"$1,608 "
Bonheur ASA (OB:BON),OB:BON,Norway,Europe,Oil and Gas Drilling,Resources/Process Material,Oil & Gas,$62 ,$38 ,$33 ,$38 ,$45 ,$41 ,$50 ,$0 ,$168 ,$775 ,$994 ,"$1,156 ","$1,094 ","$1,167 ","$1,211 ","$1,210 ","$1,455 ","$1,701 ",$0 ,"$1,581 "
Convatec Group Plc (LSE:CTEC),LSE:CTEC,United Kingdom,Europe,Healthcare Supplies,Services,Health Care,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,527 ","$1,513 ","$1,599 ","$1,646 ","$1,701 ","$1,736 ","$1,649 ",$0 ,"$1,675 "
Hsin Chong Group Holdings Limited (SEHK:404),SEHK:404,Hong Kong,Asia-Pacific,Construction and Engineering,Engineering,Construction,$429 ,$364 ,$374 ,$401 ,$280 ,$238 ,$194 ,$149 ,$293 ,$387 ,$315 ,$374 ,$496 ,$758 ,$934 ,"$1,482 ","$1,805 ","$1,933 ",$0 ,"$1,674 "
Covanta Holding Corporation (NYSE:CVA),NYSE:CVA,United States,North America,Environmental and Facilities Services,Services,Environmental,$64 ,$70 ,$76 ,$91 ,$530 ,$41 ,$578 ,$979 ,"$1,268 ","$1,433 ","$1,664 ","$1,550 ","$1,582 ","$1,650 ","$1,644 ","$1,630 ","$1,682 ","$1,645 ",$0 ,"$1,699 "
AAR Corp. (NYSE:AIR),NYSE:AIR,United States,North America,Aerospace and Defense,Auto & Transportation,Aerospace,$782 ,$918 ,"$1,024 ",$874 ,$639 ,$606 ,$652 ,$748 ,$897 ,"$1,061 ","$1,385 ","$1,424 ","$1,352 ","$1,776 ","$2,065 ","$2,137 ","$2,035 ","$1,594 ","$1,663 ","$1,673 "
Fukuda Corporation (TSE:1899),TSE:1899,Japan,Asia-Pacific,Construction and Engineering,Engineering,Construction,"$1,869 ","$1,897 ","$2,037 ","$1,836 ","$1,669 ","$1,460 ","$1,514 ","$1,651 ","$1,577 ","$1,612 ","$1,405 ","$1,157 ",$992 ,$906 ,$974 ,"$1,114 ","$1,279 ","$1,343 ",$0 ,"$1,481 "
Fufeng Group Limited (SEHK:546),SEHK:546,China,Asia-Pacific,Diversified Chemicals,Resources/Process Material,Chemicals,$0 ,$0 ,$0 ,$0 ,$0 ,$65 ,$91 ,$188 ,$260 ,$355 ,$521 ,$673 ,$932 ,"$1,220 ","$1,613 ","$1,650 ","$1,640 ","$1,624 ",$0 ,"$1,613 "
"Belc CO., LTD. (TSE:9974)",TSE:9974,Japan,Asia-Pacific,Food Retail,Services,Retail,$0 ,$0 ,$0 ,$0 ,$0 ,$521 ,$579 ,$658 ,$709 ,$733 ,$794 ,$867 ,$896 ,$976 ,"$1,083 ","$1,164 ","$1,268 ","$1,405 ","$1,583 ","$1,669 "
Daiken Corporation (TSE:7905),TSE:7905,Japan,Asia-Pacific,Forest Products,Resources/Process Material,Paper & Pulp,$0 ,$0 ,"$1,684 ","$1,670 ","$1,619 ","$1,636 ","$1,622 ","$1,564 ","$1,454 ","$1,471 ","$1,456 ","$1,314 ","$1,232 ","$1,237 ","$1,322 ","$1,383 ","$1,577 ","$1,472 ","$1,470 ","$1,478 "
Tieto Oyj (HLSE:TIE1V),HLSE:TIE1V,Finland,Europe,IT Consulting and Other Services,TIME,SW & Computer Services,$499 ,"$1,321 ","$1,216 ","$1,194 ","$1,337 ","$1,446 ","$1,615 ","$1,769 ","$1,732 ","$1,865 ","$1,963 ","$1,795 ","$1,803 ","$1,923 ","$1,920 ","$1,758 ","$1,602 ","$1,552 ",$0 ,"$1,562 "
Chemtura Corporation (NYSE:CHMT),NYSE:CHMT,United States,North America,Specialty Chemicals,Resources/Process Material,Chemicals,"$1,796 ","$2,092 ","$3,038 ","$2,719 ","$2,547 ","$2,185 ","$2,550 ","$2,987 ","$3,723 ","$3,747 ","$3,546 ","$2,541 ","$2,760 ","$3,025 ","$2,629 ","$2,231 ","$2,190 ","$1,745 ","$1,654 ","$1,654 "
Eastman Kodak Company (NYSE:KODK),NYSE:KODK,United States,North America,"Technology Hardware, Storage and Peripherals",TIME,Tech HW Equipment,"$13,406 ","$14,089 ","$13,994 ","$13,234 ","$12,835 ","$13,317 ","$13,517 ","$14,268 ","$13,274 ","$10,301 ","$9,416 ","$7,606 ","$7,187 ","$6,022 ","$4,114 ","$2,347 ","$2,102 ","$1,798 ",$0 ,"$1,667 "
Minerals Technologies Inc. (NYSE:MTX),NYSE:MTX,United States,North America,Specialty Chemicals,Resources/Process Material,Chemicals,$609 ,$638 ,$671 ,$684 ,$753 ,$814 ,$924 ,$996 ,"$1,059 ","$1,078 ","$1,112 ",$907 ,"$1,002 ","$1,045 ","$1,006 ","$1,018 ","$1,725 ","$1,798 ","$1,638 ","$1,638 "
"GIGA-BYTE Technology Co., Ltd. (TSEC:2376)",TSEC:2376,Taiwan,Asia-Pacific,"Technology Hardware, Storage and Peripherals",TIME,Tech HW Equipment,$0 ,$0 ,$864 ,$910 ,$979 ,"$1,134 ","$1,285 ","$1,500 ","$1,512 ","$1,681 ","$1,588 ","$1,537 ","$1,808 ","$1,471 ","$1,483 ","$1,655 ","$1,766 ","$1,649 ",$0 ,"$1,690 "
Blue Label Telecoms Limited (JSE:BLU),JSE:BLU,South Africa,Emerging,Diversified Support Services,Services,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$683 ,$964 ,"$1,170 ","$1,305 ","$1,382 ","$1,432 ","$1,451 ","$1,483 ","$1,691 ","$2,003 ","$2,029 "
Meredith Corporation (NYSE:MDP),NYSE:MDP,United States,North America,Publishing,Services,Publishing,"$1,010 ","$1,036 ","$1,097 ","$1,053 ",$988 ,"$1,080 ","$1,162 ","$1,221 ","$1,598 ","$1,616 ","$1,587 ","$1,409 ","$1,388 ","$1,400 ","$1,377 ","$1,471 ","$1,469 ","$1,594 ","$1,650 ","$1,701 "
Gentex Corporation (NasdaqGS:GNTX),NasdaqGS:GNTX,United States,North America,Auto Parts and Equipment,Auto & Transportation,Tier 1,$222 ,$262 ,$297 ,$310 ,$395 ,$469 ,$506 ,$536 ,$572 ,$654 ,$624 ,$545 ,$816 ,"$1,024 ","$1,100 ","$1,172 ","$1,376 ","$1,544 ","$1,679 ","$1,679 "
The Saudi British Bank (SASE:1060),SASE:1060,Saudi Arabia,Rest of World,Diversified Banks,Services,Financial Services,$0 ,$337 ,$368 ,$415 ,$458 ,$543 ,$665 ,$990 ,"$1,185 ","$1,076 ","$1,216 ",$977 ,$959 ,"$1,181 ","$1,261 ","$1,433 ","$1,614 ","$1,656 ",$0 ,"$1,665 "
Taiwan High Speed Rail Corporation (TSEC:2633),TSEC:2633,Taiwan,Asia-Pacific,Highways and Railtracks,Auto & Transportation,Highways and Railtracks,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$437 ,$746 ,$755 ,$895 ,"$1,044 ","$1,100 ","$1,169 ","$1,247 ","$1,684 ",$0 ,"$1,684 "
Vertex Pharmaceuticals Incorporated (NasdaqGS:VRTX),NasdaqGS:VRTX,United States,North America,Biotechnology,Services,Health Care,$29 ,$51 ,$78 ,$167 ,$161 ,$69 ,$103 ,$161 ,$216 ,$199 ,$176 ,$102 ,$143 ,"$1,411 ","$1,527 ","$1,212 ",$580 ,"$1,032 ",$0 ,"$1,702 "
"Shenzhen Energy Group Co., Ltd. (SZSE:000027)",SZSE:000027,China,Asia-Pacific,Independent Power Producers and Energy Traders,Resources/Process Material,Energy,$203 ,$230 ,$335 ,$486 ,$556 ,$698 ,$848 ,"$1,003 ","$1,008 ","$1,500 ","$1,545 ","$1,654 ","$1,810 ","$2,089 ","$1,863 ","$1,793 ","$1,816 ","$1,610 ",$0 ,"$1,609 "
Yamaya Corporation (TSE:9994),TSE:9994,Japan,Asia-Pacific,Food Retail,Services,Retail,$346 ,$396 ,$398 ,$410 ,$440 ,$528 ,$574 ,$605 ,$608 ,$638 ,$663 ,$774 ,$940 ,$964 ,$979 ,"$1,048 ","$1,186 ","$1,422 ","$1,481 ","$1,463 "
NIBE Industrier AB (publ) (OM:NIBE B),OM:NIBE B,Sweden,Europe,Building Products,Engineering,Construction,$113 ,$129 ,$144 ,$185 ,$215 ,$271 ,$349 ,$422 ,$547 ,$596 ,$641 ,$635 ,$719 ,$898 ,"$1,015 ","$1,085 ","$1,218 ","$1,475 ",$0 ,"$1,568 "
Yuzhou Properties Company Limited (SEHK:1628),SEHK:1628,Hong Kong,Asia-Pacific,Real Estate Development,Services,Real Estate,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$13 ,$157 ,$256 ,$289 ,$619 ,$557 ,$565 ,"$1,085 ","$1,138 ","$1,501 ",$0 ,"$1,600 "
Banque Saudi Fransi (SASE:1050),SASE:1050,Saudi Arabia,Rest of World,Diversified Banks,Services,Financial Services,$0 ,$0 ,$0 ,$369 ,$421 ,$474 ,$585 ,$789 ,"$1,026 ",$976 ,"$1,040 ",$974 ,"$1,081 ","$1,180 ","$1,217 ","$1,090 ","$1,445 ","$1,632 ",$0 ,"$1,658 "
The Foschini Group Limited (JSE:TFG),JSE:TFG,South Africa,Emerging,Apparel Retail,Services,Retail,$183 ,$192 ,$202 ,$228 ,$252 ,$297 ,$337 ,$404 ,$492 ,$553 ,$586 ,$618 ,$658 ,$760 ,$889 ,$986 ,"$1,082 ","$1,234 ","$1,614 ","$1,740 "
TransUnion (NYSE:TRU),NYSE:TRU,United States,North America,Research and Consulting Services,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$837 ,"$1,183 ","$1,305 ","$1,507 ","$1,705 ","$1,705 "
Microsemi Corporation (NasdaqGS:MSCC),NasdaqGS:MSCC,United States,North America,Semiconductors,TIME,Tech HW Equipment,$165 ,$185 ,$248 ,$243 ,$213 ,$197 ,$245 ,$297 ,$370 ,$442 ,$514 ,$453 ,$518 ,$836 ,"$1,012 ",$976 ,"$1,138 ","$1,246 ","$1,655 ","$1,761 "
"Hyundai Department Store Co., Ltd. (KOSE:A069960)",KOSE:A069960,South Korea,Asia-Pacific,Department Stores,Services,Retail,$0 ,$0 ,$0 ,$0 ,$683 ,"$1,953 ","$1,800 ","$3,544 ","$3,759 ","$2,133 ","$2,215 ","$2,355 ","$2,483 ","$1,255 ","$1,325 ","$1,337 ","$1,353 ","$1,447 ",$0 ,"$1,585 "
